SA Professional Approach,SA Attitude And Friendliness,SA Product Knowledge,On The Promised Time,Completed First Time,SA Explain The Work ,Cleaned Properly,Concern,Overall Evaluation
7,7,8,7,7,7,10,No,8
8,8,8,8,8,6,7,No,8
8,8,8,5,8,8,8,Yes,8
5,8,8,5,10,10,8,Yes,8
8,8,9,8,8,8,7,No,6
5,5,10,10,10,10,5,Yes,8
7,7,7,8,9,7,9,Yes,9
7,7,5,9,9,9,9,No,8
8,8,8,8,7,8,8,Yes,8
10,10,10,8,5,9,4,Yes,7
10,10,5,8,5,8,10,Yes,7
8,8,7,8,8,8,8,No,9
8,8,8,9,8,6,7,No,10
8,8,8,8,8,8,8,Yes,8
8,8,8,8,10,8,5,Yes,9
8,8,8,8,8,8,8,Yes,8
9,9,9,8,8,5,8,No,8
10,10,3,10,3,10,10,Yes,8
7,7,8,8,8,10,7,No,10
7,7,10,7,8,10,8,Yes,8
7,8,9,9,9,9,5,No,9
9,9,8,9,7,8,8,Yes,7
9,9,7,7,9,8,7,No,9
7,10,8,7,7,10,9,No,8
8,8,8,6,9,9,9,No,9
8,8,8,8,8,8,10,No,8
8,8,7,9,9,8,9,Yes,8
10,10,9,10,9,9,0,No,9
8,8,8,9,9,8,8,No,9
8,8,8,8,8,10,8,No,9
10,10,9,4,9,8,9,Yes,8
5,5,10,8,10,10,10,Yes,10
7,7,10,9,7,9,9,No,10
7,10,9,9,9,9,7,No,8
9,9,7,10,8,9,8,No,8
10,10,8,8,8,8,8,Yes,8
10,10,10,0,10,10,10,Yes,8
8,8,,9,9,9,9,Yes,8
9,9,9,8,8,8,9,No,9
9,9,9,9,8,8,8,No,9
10,10,5,6,8,10,10,No,10
10,10,8,10,6,9,8,No,8
7,7,9,10,10,8,10,Yes,9
8,8,8,10,10,10,8,No,8
8,8,8,10,9,10,9,No,8
8,8,9,8,10,9,9,Yes,9
9,9,9,8,10,9,8,No,8
9,9,9,10,7,9,8,No,9
9,9,9,10,6,9,9,No,9
10,10,10,10,8,10,4,Yes,8
8,8,10,10,8,7,10,No,10
8,8,9,9,10,10,9,Yes,8
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,Yes,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,Yes,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
10,10,5,10,8,10,9,No,10
10,10,10,8,10,10,6,Yes,8
9,9,10,9,9,9,9,No,9
10,10,8,10,8,9,9,No,9
10,10,10,8,7,8,10,Yes,10
8,8,8,10,10,10,10,No,10
9,9,9,10,10,10,8,No,9
10,10,10,6,8,10,10,No,10
10,10,10,10,10,7,10,No,7
10,10,10,8,8,10,9,No,9
10,10,10,7,9,10,10,Yes,8
10,10,10,9,9,9,8,No,9
10,10,10,10,7,10,9,Yes,9
10,10,10,6,10,10,10,Yes,9
10,10,10,10,10,10,10,Yes,5
10,10,10,7,10,10,10,No,8
10,10,9,10,9,9,9,No,9
10,10,10,10,5,10,10,Yes,10
8,10,10,10,10,10,10,No,8
10,10,10,10,10,6,10,No,10
10,10,10,9,8,10,10,No,9
10,10,9,10,10,10,8,No,9
10,10,8,10,10,10,10,Yes,8
9,9,10,10,10,10,10,Yes,9
9,9,9,10,10,10,10,No,10
10,10,10,10,9,10,9,No,9
10,10,10,9,9,10,9,Yes,10
10,10,9,9,10,10,10,No,9
10,10,10,10,10,8,10,No,9
10,10,7,10,10,10,10,No,10
10,10,8,10,10,10,10,No,9
10,10,10,10,10,10,10,No,8
10,10,10,9,10,9,10,No,10
10,10,10,10,10,9,9,No,10
10,10,9,9,10,10,10,No,10
10,10,10,8,10,10,10,No,10
10,10,10,10,10,10,10,No,8
9,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,9
10,10,9,10,10,10,10,No,10
10,10,10,10,10,10,9,No,10
10,10,10,10,10,10,10,No,10
9,9,9,9,9,9,9,Yes,9
9,9,9,9,9,9,9,Yes,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
10,10,10,10,10,10,10,No,10
9,9,9,9,9,9,9,No,9
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
9,9,9,9,9,9,9,Yes,9
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
9,9,9,9,9,9,9,Yes,9
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
9,9,9,9,9,9,9,Yes,9
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
9,9,9,9,9,9,9,No,9
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
9,9,9,9,9,9,9,No,9
10,10,10,10,10,10,10,No,10
9,9,9,9,9,9,9,No,9
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
9,9,9,9,9,9,9,Yes,9
10,10,10,10,10,10,10,No,10
9,9,9,9,9,9,9,Yes,9
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
